LeadId,LeadCode,FullName,Email,Phone,LeadStageId,CountryId,AssignedAgentId,EstimatedBudget,IsActive,CreatedBy,CreatedOn
11459,LEAD011459,Lead 11459,lead11459@example.com,+971639579189,1,7,127.0,5446505.93,1,SYSTEM,2025-01-03 06:08:40.003490
11460,LEAD011460,Lead 11460,lead11460@example.com,+974760271073,1,3,288.0,5473893.42,1,SYSTEM,2025-07-22 23:05:40.003490
11461,LEAD011461,Lead 11461,lead11461@example.com,+966538384531,1,2,7.0,3374790.38,1,SYSTEM,2025-02-16 23:16:40.003490
11462,LEAD011462,Lead 11462,,+966611000198,3,1,417.0,3416405.77,1,SYSTEM,2025-03-13 21:47:40.003490
11463,LEAD011463,Lead 11463,lead11463@example.com,+971519337691,1,1,100.0,6089680.51,1,SYSTEM,2025-01-12 05:53:40.003490
11464,LEAD011464,Lead 11464,lead11464@example.com,+974928577602,2,1,232.0,3537112.47,1,SYSTEM,2025-05-17 00:08:40.003490
11465,LEAD011465,Lead 11465,lead11465@example.com,+966681974931,4,1,44.0,2716102.54,0,SYSTEM,2025-07-01 16:07:40.003490
11466,LEAD011466,Lead 11466,lead11466@example.com,+966825849628,2,6,437.0,2277850.12,1,SYSTEM,2025-04-07 03:46:40.003490
11467,LEAD011467,Lead 11467,lead11467@example.com,+971765789139,1,7,164.0,8042472.45,1,SYSTEM,2025-05-10 03:00:40.003490
11468,LEAD011468,Lead 11468,lead11468@example.com,+966605566024,1,4,,8304981.65,1,SYSTEM,2025-03-15 13:38:40.003490
11469,LEAD011469,Lead 11469,lead11469@example.com,+974546292289,4,2,432.0,2455591.64,1,SYSTEM,2024-11-30 12:53:40.003490
11470,LEAD011470,Lead 11470,lead11470@example.com,+966638502598,6,2,,3067787.0,1,SYSTEM,2025-08-14 02:13:40.003490
11471,LEAD011471,Lead 11471,lead11471@example.com,+974961303959,1,1,146.0,3478046.73,1,SYSTEM,2024-12-04 17:24:40.003490
11472,LEAD011472,Lead 11472,lead11472@example.com,+966588222265,5,7,,4004562.75,0,SYSTEM,2024-12-17 10:52:40.003490
11473,LEAD011473,Lead 11473,lead11473@example.com,+966819193313,5,6,19.0,31036763.66,1,SYSTEM,2025-01-28 12:00:40.003490
11474,LEAD011474,Lead 11474,lead11474@example.com,+966611631252,1,3,69.0,2311761.6,1,SYSTEM,2024-09-25 23:17:40.003490
11475,LEAD011475,Lead 11475,,+971572359256,1,7,222.0,2703468.12,1,SYSTEM,2024-10-17 05:40:40.003490
11476,LEAD011476,Lead 11476,lead11476@example.com,+974538072318,1,7,467.0,13219298.15,1,SYSTEM,2025-07-24 23:26:40.003490
11477,LEAD011477,Lead 11477,lead11477@example.com,+974577387266,2,1,32.0,9957619.17,1,SYSTEM,2025-05-10 11:11:40.003490
11478,LEAD011478,Lead 11478,lead11478@example.com,+971680898622,1,1,169.0,1780355.56,1,SYSTEM,2024-11-10 14:34:40.003490
11479,LEAD011479,Lead 11479,lead11479@example.com,+971569289883,1,2,142.0,2979097.06,1,SYSTEM,2025-01-11 23:11:40.003490
11480,LEAD011480,Lead 11480,,+974929438326,1,2,,8429046.2,1,SYSTEM,2025-08-23 07:42:40.003490
11481,LEAD011481,Lead 11481,lead11481@example.com,+974864275040,5,3,281.0,2259776.06,1,SYSTEM,2025-06-26 04:19:40.003490
11482,LEAD011482,Lead 11482,lead11482@example.com,+971758081844,3,7,285.0,10207023.41,1,SYSTEM,2025-07-31 03:36:40.003490
11483,LEAD011483,Lead 11483,lead11483@example.com,+974603411645,3,7,269.0,8361837.44,1,SYSTEM,2025-08-03 17:41:40.003490
11484,LEAD011484,Lead 11484,lead11484@example.com,+966851331383,2,2,76.0,2927670.34,1,SYSTEM,2024-12-09 04:20:40.003490
11485,LEAD011485,Lead 11485,lead11485@example.com,+971556699982,3,2,62.0,22679683.16,1,SYSTEM,2024-12-03 04:17:40.003490
11486,LEAD011486,Lead 11486,lead11486@example.com,+974881889176,1,1,347.0,10084422.95,1,SYSTEM,2025-01-26 16:34:40.003490
11487,LEAD011487,Lead 11487,lead11487@example.com,+971620450186,2,5,237.0,14195061.61,1,SYSTEM,2024-11-21 17:05:40.003490
11488,LEAD011488,Lead 11488,,+966508037136,1,3,184.0,3171090.82,1,SYSTEM,2024-11-05 12:39:40.003490
11489,LEAD011489,Lead 11489,lead11489@example.com,+974569000588,4,1,116.0,2503048.77,1,SYSTEM,2025-05-30 22:03:40.003490
11490,LEAD011490,Lead 11490,lead11490@example.com,+966680468779,3,5,205.0,3305404.46,1,SYSTEM,2024-12-17 20:57:40.003490
11491,LEAD011491,Lead 11491,lead11491@example.com,+971800300328,2,7,45.0,13870230.57,1,SYSTEM,2025-05-13 04:43:40.003490
11492,LEAD011492,Lead 11492,lead11492@example.com,+974841005041,1,5,385.0,5025701.98,1,SYSTEM,2025-09-07 14:51:40.003490
11493,LEAD011493,Lead 11493,lead11493@example.com,+971851598599,1,1,181.0,1725694.34,1,SYSTEM,2024-11-11 14:29:40.003490
11494,LEAD011494,Lead 11494,lead11494@example.com,+966594603453,1,8,152.0,5595064.43,1,SYSTEM,2024-10-29 17:38:40.003490
11495,LEAD011495,Lead 11495,lead11495@example.com,+974836677454,1,2,344.0,6503368.51,1,SYSTEM,2025-06-29 19:14:40.003490
11496,LEAD011496,Lead 11496,lead11496@example.com,+971695366336,1,1,215.0,2756092.07,1,SYSTEM,2024-12-10 17:13:40.003490
11497,LEAD011497,Lead 11497,lead11497@example.com,+974656215703,2,2,180.0,3288666.62,1,SYSTEM,2025-05-30 22:19:40.003490
11498,LEAD011498,Lead 11498,lead11498@example.com,+966827799085,2,7,17.0,5130417.54,1,SYSTEM,2025-01-26 02:19:40.003490
11499,LEAD011499,Lead 11499,lead11499@example.com,+971610791269,2,7,51.0,1237036.98,1,SYSTEM,2025-05-15 20:06:40.003490
11500,LEAD011500,Lead 11500,lead11500@example.com,+966510846120,2,3,173.0,2775445.68,1,SYSTEM,2025-08-26 15:06:40.003490
11501,LEAD011501,Lead 11501,lead11501@example.com,+974561209041,1,2,393.0,6352594.78,1,SYSTEM,2025-05-08 09:22:40.003490
11502,LEAD011502,Lead 11502,lead11502@example.com,+971575080757,1,9,11.0,1326045.25,1,SYSTEM,2025-07-22 07:02:40.003490
11503,LEAD011503,Lead 11503,lead11503@example.com,+966777539515,1,3,238.0,9332909.53,1,SYSTEM,2024-11-05 09:19:40.003490
11504,LEAD011504,Lead 11504,lead11504@example.com,+974526746555,2,1,108.0,2538215.48,1,SYSTEM,2025-04-28 12:38:40.003490
11505,LEAD011505,Lead 11505,lead11505@example.com,+974718890808,1,6,345.0,693882.42,1,SYSTEM,2024-12-21 07:28:40.003490
11506,LEAD011506,Lead 11506,lead11506@example.com,+966725410820,4,7,182.0,1760789.24,1,SYSTEM,2025-06-30 12:04:40.003490
11507,LEAD011507,Lead 11507,lead11507@example.com,+971509932870,2,7,414.0,6422286.58,1,SYSTEM,2025-04-03 14:18:40.003490
11508,LEAD011508,Lead 11508,lead11508@example.com,+971553651129,2,1,185.0,1338496.0,1,SYSTEM,2025-03-28 08:27:40.003490
11509,LEAD011509,Lead 11509,lead11509@example.com,+971748091172,1,6,435.0,2593051.42,1,SYSTEM,2025-08-28 21:26:40.003490
11510,LEAD011510,Lead 11510,lead11510@example.com,+966645701412,5,5,276.0,1759008.55,1,SYSTEM,2025-09-21 07:34:40.003490
11511,LEAD011511,Lead 11511,lead11511@example.com,+974753192912,2,1,211.0,1096262.47,1,SYSTEM,2025-07-24 00:54:40.003490
11512,LEAD011512,Lead 11512,lead11512@example.com,+966522612288,3,8,53.0,3821409.35,1,SYSTEM,2025-01-17 01:21:40.003490
11513,LEAD011513,Lead 11513,lead11513@example.com,+971515688189,1,2,137.0,1829039.79,1,SYSTEM,2025-03-14 15:14:40.003490
11514,LEAD011514,Lead 11514,lead11514@example.com,+971976994312,1,7,128.0,4063169.42,1,SYSTEM,2025-08-07 12:48:40.003490
11515,LEAD011515,Lead 11515,lead11515@example.com,+971691393928,1,1,462.0,1813645.69,1,SYSTEM,2024-11-05 12:44:40.003490
11516,LEAD011516,Lead 11516,lead11516@example.com,+974907329117,2,4,218.0,614140.59,1,SYSTEM,2025-02-10 21:07:40.003490
11517,LEAD011517,Lead 11517,lead11517@example.com,+974930812112,1,1,228.0,3294912.75,1,SYSTEM,2024-12-16 02:44:40.003490
11518,LEAD011518,Lead 11518,lead11518@example.com,+974916890181,2,8,,1605142.35,1,SYSTEM,2025-08-24 10:48:40.003490
11519,LEAD011519,Lead 11519,lead11519@example.com,+974806762113,1,1,376.0,7916023.69,1,SYSTEM,2025-09-14 20:20:40.003490
11520,LEAD011520,Lead 11520,lead11520@example.com,+971734026068,1,7,414.0,6904929.5,1,SYSTEM,2025-06-16 19:33:40.003490
11521,LEAD011521,Lead 11521,lead11521@example.com,+974918652030,2,2,86.0,6383054.43,1,SYSTEM,2024-10-22 15:12:40.003490
11522,LEAD011522,Lead 11522,lead11522@example.com,+974794518262,4,1,417.0,4742500.25,1,SYSTEM,2025-04-25 13:23:40.003490
11523,LEAD011523,Lead 11523,lead11523@example.com,+974563178141,1,1,181.0,5299199.26,1,SYSTEM,2025-03-25 01:40:40.003490
11524,LEAD011524,Lead 11524,lead11524@example.com,+971949722396,2,1,251.0,4537436.98,1,SYSTEM,2024-12-29 16:43:40.003490
11525,LEAD011525,Lead 11525,lead11525@example.com,+966677798986,4,2,433.0,4149933.05,1,SYSTEM,2025-06-09 15:06:40.003490
11526,LEAD011526,Lead 11526,lead11526@example.com,+966725670859,1,1,235.0,422003.38,1,SYSTEM,2025-09-15 14:41:40.003490
11527,LEAD011527,Lead 11527,lead11527@example.com,+971714045636,3,2,212.0,2611465.61,1,SYSTEM,2024-12-22 12:06:40.003490
11528,LEAD011528,Lead 11528,lead11528@example.com,+974862686861,3,6,142.0,2785421.4,0,SYSTEM,2025-03-08 13:46:40.003490
11529,LEAD011529,Lead 11529,lead11529@example.com,+974660366613,3,3,13.0,6968644.6,1,SYSTEM,2024-12-05 02:36:40.003490
11530,LEAD011530,Lead 11530,lead11530@example.com,+966757046296,2,2,50.0,1803850.59,1,SYSTEM,2025-06-20 07:14:40.003490
11531,LEAD011531,Lead 11531,lead11531@example.com,+974870410136,3,7,450.0,1332333.24,1,SYSTEM,2025-06-23 05:53:40.003490
11532,LEAD011532,Lead 11532,lead11532@example.com,+971654187098,5,2,371.0,5457129.35,1,SYSTEM,2025-02-10 04:47:40.003490
11533,LEAD011533,Lead 11533,lead11533@example.com,+966966950416,1,2,409.0,3964537.02,1,SYSTEM,2025-09-01 02:02:40.003490
11534,LEAD011534,Lead 11534,lead11534@example.com,+966811554841,2,1,316.0,1860757.34,1,SYSTEM,2025-07-15 19:17:40.003490
11535,LEAD011535,Lead 11535,lead11535@example.com,+971603600628,1,3,269.0,3189310.71,1,SYSTEM,2025-07-23 17:08:40.003490
11536,LEAD011536,Lead 11536,lead11536@example.com,+966930611603,1,7,265.0,2117082.26,1,SYSTEM,2024-11-05 07:01:40.003490
11537,LEAD011537,Lead 11537,lead11537@example.com,+974628270712,4,1,491.0,2529874.68,1,SYSTEM,2025-08-21 15:14:40.003490
11538,LEAD011538,Lead 11538,lead11538@example.com,+971721417055,1,4,148.0,871056.4,1,SYSTEM,2024-10-20 00:48:40.003490
11539,LEAD011539,Lead 11539,lead11539@example.com,+971926317694,1,3,119.0,1400284.1,1,SYSTEM,2025-05-17 02:02:40.003490
11540,LEAD011540,Lead 11540,lead11540@example.com,+966684522498,2,1,152.0,1175472.5,1,SYSTEM,2025-01-18 18:45:40.003490
11541,LEAD011541,Lead 11541,,+966777828457,3,1,189.0,8282722.08,1,SYSTEM,2024-12-02 16:42:40.003490
11542,LEAD011542,Lead 11542,lead11542@example.com,+971827020074,3,10,24.0,9178126.61,1,SYSTEM,2025-02-21 00:23:40.003490
11543,LEAD011543,Lead 11543,lead11543@example.com,+966853212025,1,2,155.0,2198473.96,1,SYSTEM,2025-05-14 16:49:40.003490
11544,LEAD011544,Lead 11544,lead11544@example.com,+971709024748,1,1,130.0,3555916.42,1,SYSTEM,2024-09-29 15:56:40.003490
11545,LEAD011545,Lead 11545,lead11545@example.com,+966849202395,1,1,393.0,1551439.77,1,SYSTEM,2025-09-17 13:45:40.003490
11546,LEAD011546,Lead 11546,,+971831191107,3,5,228.0,2296952.84,1,SYSTEM,2024-11-16 22:02:40.003490
11547,LEAD011547,Lead 11547,lead11547@example.com,+971822107080,7,2,275.0,12278034.87,1,SYSTEM,2025-03-25 03:30:40.003490
11548,LEAD011548,Lead 11548,lead11548@example.com,+971787057313,2,2,482.0,605967.03,1,SYSTEM,2024-11-02 11:38:40.003490
11549,LEAD011549,Lead 11549,lead11549@example.com,+974994422494,2,5,284.0,7861444.14,1,SYSTEM,2025-09-19 00:46:40.003490
11550,LEAD011550,Lead 11550,lead11550@example.com,+974607866626,6,7,,2941398.44,1,SYSTEM,2025-03-11 04:42:40.003490
11551,LEAD011551,Lead 11551,,+966702008578,2,3,414.0,7442550.54,1,SYSTEM,2025-03-02 05:59:40.003490
11552,LEAD011552,Lead 11552,lead11552@example.com,+974682388730,1,2,141.0,792307.21,1,SYSTEM,2025-06-17 18:02:40.003490
11553,LEAD011553,Lead 11553,lead11553@example.com,+966551639306,3,2,441.0,1920457.65,1,SYSTEM,2024-11-17 19:59:40.003490
11554,LEAD011554,Lead 11554,lead11554@example.com,+966547537816,2,1,439.0,2674813.9,1,SYSTEM,2025-01-09 02:58:40.003490
11555,LEAD011555,Lead 11555,lead11555@example.com,+974839445782,2,2,57.0,3384802.38,1,SYSTEM,2025-02-02 01:19:40.003490
11556,LEAD011556,Lead 11556,lead11556@example.com,+971957938637,1,9,189.0,2438223.5,0,SYSTEM,2025-03-10 01:31:40.003490
11557,LEAD011557,Lead 11557,lead11557@example.com,+974665480888,6,1,307.0,3605645.72,1,SYSTEM,2025-06-06 01:16:40.003490
11558,LEAD011558,Lead 11558,lead11558@example.com,+971862381352,1,1,7.0,14210572.43,1,SYSTEM,2025-08-09 07:03:40.003490
11559,LEAD011559,Lead 11559,lead11559@example.com,+971694164719,2,1,411.0,3575278.34,1,SYSTEM,2025-06-14 19:47:40.003490
11560,LEAD011560,Lead 11560,lead11560@example.com,+971545520914,3,2,413.0,1752216.92,1,SYSTEM,2024-10-13 02:08:40.003490
11561,LEAD011561,Lead 11561,,+966502522926,2,1,261.0,4355416.02,1,SYSTEM,2024-11-13 01:29:40.003490
11562,LEAD011562,Lead 11562,lead11562@example.com,+974734387756,2,1,345.0,4346533.97,1,SYSTEM,2025-05-01 06:27:40.003490
11563,LEAD011563,Lead 11563,lead11563@example.com,+974932068671,1,1,376.0,2815830.59,1,SYSTEM,2024-12-22 21:19:40.003490
11564,LEAD011564,Lead 11564,lead11564@example.com,+966673340551,2,1,82.0,4916931.55,1,SYSTEM,2025-04-08 04:25:40.003490
11565,LEAD011565,Lead 11565,lead11565@example.com,+974808138420,1,4,395.0,2395408.73,1,SYSTEM,2025-01-01 02:34:40.003490
11566,LEAD011566,Lead 11566,lead11566@example.com,+971772404663,4,7,405.0,1045202.79,1,SYSTEM,2025-09-12 17:46:40.003490
11567,LEAD011567,Lead 11567,lead11567@example.com,+966826072500,2,1,102.0,4319048.03,1,SYSTEM,2024-12-17 14:14:40.003490
11568,LEAD011568,Lead 11568,lead11568@example.com,+971905026882,3,1,76.0,3968194.83,1,SYSTEM,2025-09-20 01:34:40.003490
11569,LEAD011569,Lead 11569,lead11569@example.com,+966931450580,4,2,,12585161.98,1,SYSTEM,2025-06-11 21:29:40.003490
11570,LEAD011570,Lead 11570,lead11570@example.com,+971876842405,2,1,,784871.43,1,SYSTEM,2025-09-03 11:18:40.003490
11571,LEAD011571,Lead 11571,lead11571@example.com,+971530348154,3,3,384.0,2651643.43,1,SYSTEM,2025-09-17 15:29:40.003490
11572,LEAD011572,Lead 11572,lead11572@example.com,+974739524292,3,2,,1344208.39,1,SYSTEM,2025-04-22 01:26:40.003490
11573,LEAD011573,Lead 11573,,+966836165726,3,2,,3020278.5,1,SYSTEM,2025-07-13 10:46:40.003490
11574,LEAD011574,Lead 11574,lead11574@example.com,+974894574941,6,2,315.0,20964406.22,1,SYSTEM,2025-05-06 05:44:40.003490
11575,LEAD011575,Lead 11575,lead11575@example.com,+974732639014,2,8,159.0,2829428.98,1,SYSTEM,2025-05-11 12:54:40.003490
11576,LEAD011576,Lead 11576,lead11576@example.com,+971957326159,2,2,71.0,2227785.97,1,SYSTEM,2025-03-17 03:05:40.003490
11577,LEAD011577,Lead 11577,lead11577@example.com,+971848612512,2,7,446.0,2572809.58,1,SYSTEM,2025-05-14 16:23:40.003490
11578,LEAD011578,Lead 11578,lead11578@example.com,+971663211049,2,3,452.0,6277594.6,1,SYSTEM,2025-01-11 18:58:40.003490
11579,LEAD011579,Lead 11579,lead11579@example.com,+966681637288,4,7,8.0,2700430.57,1,SYSTEM,2025-08-18 08:47:40.003490
11580,LEAD011580,Lead 11580,lead11580@example.com,+971674581587,1,1,492.0,3227227.45,1,SYSTEM,2025-04-22 01:39:40.003490
11581,LEAD011581,Lead 11581,lead11581@example.com,+974970830168,1,7,88.0,5214973.81,0,SYSTEM,2025-03-27 06:42:40.003490
11582,LEAD011582,Lead 11582,lead11582@example.com,+966532853143,2,10,81.0,6983020.36,1,SYSTEM,2024-10-06 05:23:40.003490
11583,LEAD011583,Lead 11583,lead11583@example.com,+966606228901,1,2,,560840.1,1,SYSTEM,2025-03-28 08:39:40.003490
11584,LEAD011584,Lead 11584,lead11584@example.com,+971623527912,1,1,98.0,2823499.88,1,SYSTEM,2025-02-13 22:57:40.003490
11585,LEAD011585,Lead 11585,lead11585@example.com,+966922518711,3,1,,949027.88,1,SYSTEM,2025-07-22 15:46:40.003490
11586,LEAD011586,Lead 11586,lead11586@example.com,+966503202640,1,2,332.0,3744986.95,1,SYSTEM,2025-05-13 21:06:40.003490
11587,LEAD011587,Lead 11587,lead11587@example.com,+971854364311,1,4,486.0,3809143.51,1,SYSTEM,2025-06-15 13:54:40.003490
11588,LEAD011588,Lead 11588,lead11588@example.com,+966700679752,1,2,48.0,897183.75,1,SYSTEM,2025-08-26 07:16:40.003490
11589,LEAD011589,Lead 11589,lead11589@example.com,+974608072138,6,7,48.0,1693654.72,1,SYSTEM,2024-10-03 08:06:40.003490
11590,LEAD011590,Lead 11590,lead11590@example.com,+974683170191,1,3,106.0,4961040.65,1,SYSTEM,2024-11-21 04:56:40.003490
11591,LEAD011591,Lead 11591,lead11591@example.com,+966890138535,3,1,268.0,6559617.85,1,SYSTEM,2025-07-07 05:59:40.003490
11592,LEAD011592,Lead 11592,lead11592@example.com,+974802862634,1,2,463.0,9392023.11,1,SYSTEM,2024-10-18 09:06:40.003490
11593,LEAD011593,Lead 11593,lead11593@example.com,+974548710273,1,2,404.0,3210939.2,1,SYSTEM,2025-07-29 06:21:40.003490
11594,LEAD011594,Lead 11594,lead11594@example.com,+966887943788,1,7,318.0,4336191.77,1,SYSTEM,2025-03-27 12:39:40.003490
11595,LEAD011595,Lead 11595,lead11595@example.com,+966888954657,1,4,218.0,5249390.8,1,SYSTEM,2025-01-25 01:50:40.003490
11596,LEAD011596,Lead 11596,lead11596@example.com,+974941079438,1,1,17.0,3465716.64,1,SYSTEM,2025-06-17 01:25:40.003490
11597,LEAD011597,Lead 11597,,+971905183950,3,2,126.0,9092170.45,1,SYSTEM,2025-02-12 17:54:40.003490
11598,LEAD011598,Lead 11598,lead11598@example.com,+966990898775,6,1,66.0,1974467.59,1,SYSTEM,2025-01-14 06:14:40.003490
11599,LEAD011599,Lead 11599,lead11599@example.com,+971533820380,3,1,441.0,3759802.75,1,SYSTEM,2025-09-21 02:19:40.003490
11600,LEAD011600,Lead 11600,lead11600@example.com,+971746381429,1,6,169.0,14044092.15,1,SYSTEM,2025-03-30 20:29:40.003490
11601,LEAD011601,Lead 11601,lead11601@example.com,+971619842108,2,2,462.0,5006111.39,1,SYSTEM,2024-12-13 20:50:40.003490
11602,LEAD011602,Lead 11602,,+974520390008,2,5,441.0,6320536.26,1,SYSTEM,2025-01-05 17:46:40.003490
11603,LEAD011603,Lead 11603,lead11603@example.com,+974559032591,1,7,236.0,1069300.18,1,SYSTEM,2024-11-17 18:05:40.003490
11604,LEAD011604,Lead 11604,,+971698998340,1,3,151.0,6354127.38,1,SYSTEM,2024-10-10 11:34:40.003490
11605,LEAD011605,Lead 11605,lead11605@example.com,+971570539351,3,7,412.0,2390572.92,1,SYSTEM,2025-09-06 07:02:40.003490
11606,LEAD011606,Lead 11606,lead11606@example.com,+974914025307,1,4,,2571380.16,1,SYSTEM,2025-06-15 04:17:40.003490
11607,LEAD011607,Lead 11607,lead11607@example.com,+971553230764,1,2,419.0,4195085.62,1,SYSTEM,2025-09-04 03:45:40.003490
11608,LEAD011608,Lead 11608,lead11608@example.com,+974953631728,1,2,23.0,1870755.02,1,SYSTEM,2025-06-22 01:21:40.003490
11609,LEAD011609,Lead 11609,lead11609@example.com,+971538961479,2,10,125.0,1414234.22,1,SYSTEM,2025-05-23 01:41:40.003490
11610,LEAD011610,Lead 11610,lead11610@example.com,+974903485286,1,5,431.0,13137473.04,1,SYSTEM,2024-12-07 22:29:40.003490
11611,LEAD011611,Lead 11611,lead11611@example.com,+966769096745,3,7,453.0,3120393.03,1,SYSTEM,2024-11-07 03:09:40.003490
11612,LEAD011612,Lead 11612,lead11612@example.com,+966984099681,3,7,268.0,10254844.31,1,SYSTEM,2025-02-15 01:01:40.003490
11613,LEAD011613,Lead 11613,lead11613@example.com,+974721106255,3,1,325.0,2516257.37,1,SYSTEM,2024-12-02 15:09:40.003490
11614,LEAD011614,Lead 11614,,+971502197525,1,5,68.0,1665108.84,1,SYSTEM,2024-12-12 10:41:40.003490
11615,LEAD011615,Lead 11615,lead11615@example.com,+971758287948,1,1,199.0,1393605.48,1,SYSTEM,2025-01-23 16:38:40.003490
11616,LEAD011616,Lead 11616,lead11616@example.com,+971628261996,2,2,130.0,2352586.45,1,SYSTEM,2025-01-08 16:01:40.003490
11617,LEAD011617,Lead 11617,,+974836167989,1,2,150.0,1400096.21,1,SYSTEM,2024-12-15 20:31:40.003490
11618,LEAD011618,Lead 11618,lead11618@example.com,+974542890813,1,7,13.0,2615773.91,1,SYSTEM,2025-04-17 17:27:40.003490
11619,LEAD011619,Lead 11619,,+966678666707,1,7,162.0,5585784.7,1,SYSTEM,2025-08-26 22:03:40.003490
11620,LEAD011620,Lead 11620,lead11620@example.com,+974592629485,4,1,328.0,7560527.13,1,SYSTEM,2025-05-26 12:45:40.003490
11621,LEAD011621,Lead 11621,lead11621@example.com,+974589303546,1,1,479.0,11318475.95,0,SYSTEM,2025-03-15 00:30:40.003490
11622,LEAD011622,Lead 11622,lead11622@example.com,+974848176144,2,1,401.0,978590.41,1,SYSTEM,2025-06-27 14:36:40.003490
11623,LEAD011623,Lead 11623,lead11623@example.com,+974593434565,2,1,,1576622.03,1,SYSTEM,2025-04-22 21:10:40.003490
11624,LEAD011624,Lead 11624,,+974775409312,4,2,,2970220.14,1,SYSTEM,2025-08-30 11:07:40.003490
11625,LEAD011625,Lead 11625,lead11625@example.com,+974892082522,4,2,251.0,2290248.14,1,SYSTEM,2025-09-16 22:38:40.003490
11626,LEAD011626,Lead 11626,,+966817016332,5,1,120.0,4145222.45,1,SYSTEM,2025-04-09 19:51:40.003490
11627,LEAD011627,Lead 11627,lead11627@example.com,+971965786465,1,7,,2304390.04,1,SYSTEM,2025-09-14 22:23:40.003490
11628,LEAD011628,Lead 11628,lead11628@example.com,+971856114222,3,2,142.0,3060374.12,1,SYSTEM,2025-07-07 22:32:40.003490
11629,LEAD011629,Lead 11629,lead11629@example.com,+974792136159,5,8,444.0,1063918.51,1,SYSTEM,2024-10-09 18:58:40.003490
11630,LEAD011630,Lead 11630,lead11630@example.com,+974665747787,1,2,260.0,12210712.92,1,SYSTEM,2024-11-25 04:29:40.003490
11631,LEAD011631,Lead 11631,lead11631@example.com,+974561144852,3,7,175.0,2306254.9,1,SYSTEM,2024-11-06 05:48:40.003490
11632,LEAD011632,Lead 11632,,+971601878565,2,2,469.0,2843486.11,1,SYSTEM,2024-12-15 17:47:40.003490
11633,LEAD011633,Lead 11633,lead11633@example.com,+971991047039,2,4,342.0,2501304.27,1,SYSTEM,2025-07-02 21:07:40.003490
11634,LEAD011634,Lead 11634,lead11634@example.com,+966898781742,2,1,368.0,4990741.75,1,SYSTEM,2024-11-24 12:32:40.003490
11635,LEAD011635,Lead 11635,lead11635@example.com,+966683111385,4,5,328.0,2531538.61,1,SYSTEM,2025-09-02 20:29:40.003490
11636,LEAD011636,Lead 11636,,+974824332167,2,2,494.0,10874974.66,1,SYSTEM,2024-11-05 23:15:40.003490
11637,LEAD011637,Lead 11637,lead11637@example.com,+971656031433,1,1,23.0,2888966.25,1,SYSTEM,2024-11-25 23:14:40.003490
11638,LEAD011638,Lead 11638,lead11638@example.com,+966914476429,4,7,112.0,1540090.47,1,SYSTEM,2025-07-15 03:51:40.003490
11639,LEAD011639,Lead 11639,lead11639@example.com,+974790624139,3,1,9.0,6490186.21,1,SYSTEM,2024-09-28 22:24:40.003490
11640,LEAD011640,Lead 11640,lead11640@example.com,+966867220768,2,1,74.0,4252712.81,1,SYSTEM,2025-07-03 05:46:40.003490
11641,LEAD011641,Lead 11641,lead11641@example.com,+966712244476,4,1,34.0,2759496.93,1,SYSTEM,2025-05-04 22:52:40.003490
11642,LEAD011642,Lead 11642,lead11642@example.com,+971736857863,1,1,,2391535.65,1,SYSTEM,2024-10-07 03:31:40.003490
11643,LEAD011643,Lead 11643,lead11643@example.com,+971763332653,5,7,146.0,1294241.51,1,SYSTEM,2024-11-11 14:43:40.003490
11644,LEAD011644,Lead 11644,lead11644@example.com,+966544135981,1,1,94.0,2851450.75,1,SYSTEM,2024-12-25 00:52:40.003490
11645,LEAD011645,Lead 11645,lead11645@example.com,+966924053682,2,2,27.0,5577966.24,1,SYSTEM,2024-09-26 09:06:40.003490
11646,LEAD011646,Lead 11646,lead11646@example.com,+966936177436,1,1,440.0,1270324.03,1,SYSTEM,2025-07-07 17:32:40.003490
11647,LEAD011647,Lead 11647,lead11647@example.com,+974985929149,2,3,51.0,3928016.9,1,SYSTEM,2025-08-28 16:51:40.003490
11648,LEAD011648,Lead 11648,,+971648502355,1,8,17.0,5868696.51,1,SYSTEM,2025-06-19 07:18:40.003490
11649,LEAD011649,Lead 11649,lead11649@example.com,+971996624051,4,2,378.0,2800370.72,1,SYSTEM,2025-07-19 01:17:40.003490
11650,LEAD011650,Lead 11650,lead11650@example.com,+971609819701,2,2,292.0,1091893.58,1,SYSTEM,2025-08-14 08:24:40.003490
11651,LEAD011651,Lead 11651,lead11651@example.com,+966568980592,4,7,78.0,3240643.04,1,SYSTEM,2025-03-05 11:03:40.003490
11652,LEAD011652,Lead 11652,lead11652@example.com,+971543550708,4,1,41.0,986731.95,1,SYSTEM,2025-07-18 19:13:40.003490
11653,LEAD011653,Lead 11653,lead11653@example.com,+966885750592,4,6,101.0,1862184.14,1,SYSTEM,2024-11-10 15:32:40.003490
11654,LEAD011654,Lead 11654,lead11654@example.com,+966948295761,1,2,469.0,3499333.81,1,SYSTEM,2025-04-18 19:53:40.003490
11655,LEAD011655,Lead 11655,lead11655@example.com,+966852969455,2,2,98.0,7245235.54,1,SYSTEM,2025-05-10 14:57:40.003490
11656,LEAD011656,Lead 11656,,+974698087085,4,1,310.0,2572862.69,1,SYSTEM,2025-04-03 07:14:40.003490
11657,LEAD011657,Lead 11657,lead11657@example.com,+974528562944,3,8,,1525996.88,1,SYSTEM,2025-09-03 11:21:40.003490
